X,Y,OBJECTID,name,operator,owner,address,is24Hours,carParkCount,hasCarparkCost,maxTimeLimit,hasTouristAttraction,latitude,longitude,currentType,dateFirstOperational,numberOfConnectors,connectorsList,hasChargingCost
1623634.3158,6115944.3755,75,Kaitaia,ChargeNet NZ,ChargeNet NZ,"111 North Rd, Kaitaia 0482, NZ",True,1,False,Unlimited,False,-35.099027,173.259314,DC,2019/01/08 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1624499.012,6113826.6778,76,Kaitaia,ChargeNet NZ,ChargeNet NZ,"Corner of SH 1 and Mathews Ave, Kaitaia 0410, New Zealand",True,1,False,Unlimited,False,-35.118102,173.268864,DC,2018/03/08 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1683581.5113,6103244.1972,77,Waipapa,ChargeNet NZ,ChargeNet NZ,"37 Klinac Laned, Waipapa 0295, NZ",True,1,False,Unlimited,False,-35.210342,173.918288,DC,2019/01/16 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1683673.9054,6103214.616,78,Waipapa,ChargeNet NZ,The Warehouse Ltd,"8 Kilnac Ln, Waipapa 0295, NZ",True,1,False,Unlimited,False,-35.210601,173.919306,DC,2021/04/08 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",False
1686159.4689,6101152.098,79,Kerikeri,ChargeNet NZ,ChargeNet NZ,"3 Butler Road, Kerikeri 0230, New Zealand",True,1,False,Unlimited,False,-35.228986,173.946827,DC,2018/02/15 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1699158.0584,6095039.1865,80,Paihia,ChargeNet NZ,Job Complete Ltd,"16 Williams Road, Paihia, NZ",True,1,True,Unlimited,False,-35.282895,174.090388,DC,2021/09/14 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1696780.997,6084315.2718,81,Kawakawa,ChargeNet NZ,ChargeNet NZ,"4 State Highway 1, Kawakawa 0210, New Zealand",True,1,False,Unlimited,False,-35.379808,174.065521,DC,2016/02/06 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1672688.3816,6081437.8187,82,Kaikohe,ChargeNet NZ,ChargeNet NZ,"14-18 Marino Place, Kaikohe 0405, NZ",True,1,False,Unlimited,False,-35.407799,173.800554,DC,2018/03/23 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1635471.6597,6070876.152,83,Opononi,ChargeNet NZ,ChargeNet NZ,"29 State Highway 12, Opononi 0473, NZ",True,1,False,Unlimited,False,-35.50505,173.391141,DC,2018/07/09 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1738183.4406,6058335.8699,84,Tutukaka,ChargeNet NZ,EV Transport Ltd,"11 Marina Road, Tutukaka 0176, New Zealand",True,1,True,Unlimited,False,-35.609095,174.525645,DC,2022/01/24 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1719598.1466,6050274.6082,85,Tikipunga,ChargeNet NZ,ChargeNet NZ,"4 Wanaka Street, Whangarei 0112, New Zealand",True,1,False,Unlimited,False,-35.684183,174.321699,DC,2016/02/05 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1719181.2764,6046021.5001,86,Alexander St,ChargeNet NZ,ChargeNet NZ,"11 Alexander Street, Whangarei 0110, New Zealand",True,1,False,Unlimited,False,-35.722571,174.317724,DC,2016/02/23 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1719949.3854,6045717.2726,87,Whangarei Waterfront,ChargeNet NZ,EV Transport Ltd,"Whangarei Waterfront, Whangarei 0110, New Zealand",True,1,True,Unlimited,False,-35.72522,174.32626,DC,2022/06/13 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1719868.942,6045642.0335,88,Whangarei,ChargeNet NZ,ChargeNet NZ,"88 Dent St, Whangarei 0110, NZ",True,1,True,Unlimited,False,-35.725908,174.325382,DC,2021/05/05 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1720363.8257,6045005.7517,89,Whangarei,ChargeNet NZ,The Warehouse Ltd,"42 Port Rd, Whangarei 0110, NZ",True,1,False,Unlimited,False,-35.731583,174.330948,DC,2021/03/09 00:00:00+00,4,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",False
1718310.5517,6042896.3584,90,Raumanga,ChargeNet NZ,ChargeNet NZ,"130 Tauroa St, Whangarei 0110, New Zealand",True,1,False,Unlimited,False,-35.750846,174.30856,DC,2017/04/05 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True
1678662.4506,6022323.3761,91,Dargaville,ChargeNet NZ,ChargeNet NZ,"113 Totara Street, Dargaville 0310, New Zealand",True,1,False,Unlimited,False,-35.940285,173.872122,DC,2015/12/01 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1730253.9795,6016845.429,92,Waipu,ChargeNet NZ,ChargeNet NZ,"36 The Centre, Waipu 0510, New Zealand",True,1,False,Unlimited,False,-35.984141,174.44488,DC,2021/10/21 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1741736.1035,6001060.5737,93,Mangawhai,ChargeNet NZ,EV Transport Ltd,"6 Molesworth Drive, Mangawhai 0505, New Zealand",True,1,True,Unlimited,False,-36.1248,174.57504,DC,2022/02/01 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1729873.9931,5997233.3244,94,Kaiwaka,ChargeNet NZ,ChargeNet NZ,"1 Kaiwaka-Mangawhai Rd, Kaiwaka 0542, New Zealand",True,1,False,Unlimited,False,-36.160955,174.443894,DC,2015/10/29 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1729840.6218,5996907.1752,95,Kaiwaka HPC ,ChargeNet NZ,ChargeNet NZ,"1938 State Highway 1, Kaiwaka 0573, New Zealand",True,1,False,Unlimited,False,-36.163899,174.443577,DC,2021/12/18 00:00:00+00,6,"{DC, 300 kW, Type 2 CCS, Status: Operative, Count:4},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",True
1749437.8841,5970478.2727,96,Warkworth,ChargeNet NZ,ChargeNet NZ,"19 Percy Street, Warkworth 0910, New Zealand",True,1,False,Unlimited,False,-36.399244,174.66644,DC,2017/04/09 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1751615.4132,5949662.6104,97,Orewa,ChargeNet NZ,ChargeNet NZ,"11 Moana Ave, Orewa 0931, NZ",True,1,False,Unlimited,False,-36.586478,174.694796,DC,2018/03/26 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1752205.8204,5933690.6084,98,Albany,ChargeNet NZ,ChargeNet NZ,"186 Don Mckinnon Dr, Auckland 0632, New Zealand",True,1,False,Unlimited,False,-36.730307,174.704564,DC,2015/11/06 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1823047.0986,5928949.7216,99,Coromandel,ChargeNet NZ,ChargeNet NZ,"155 Wharf Rd, Coromandel 3506, New Zealand",True,1,False,Unlimited,False,-36.759005,175.49873,DC,2017/11/02 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1755815.1801,5928282.4627,100,Continental Cars,ChargeNet NZ,Continental Cars,"45 - 65 Wairau Road, Auckland 0627, New Zealand",True,1,False,Unlimited,False,-36.778452,174.746073,DC,2020/01/20 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1746816.3733,5926190.4957,101,Hobsonville,ChargeNet NZ,ChargeNet NZ,"120 Hobsonville Rd, Auckland 0618, New Zealand",True,1,False,Unlimited,False,-36.79874,174.645674,DC,2020/12/12 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True
1752766.7197,5924657.3793,102,Birkenhead,ChargeNet NZ,ChargeNet NZ,"180 Mokoia Rd, Auckland 0626, New Zealand",True,1,False,Unlimited,False,-36.811613,174.712653,DC,2020/10/23 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True
1743448.9952,5923906.796,103,Westgate,ChargeNet NZ,ChargeNet NZ,"Tawhia Dr, Auckland 0814, New Zealand",True,1,False,Unlimited,False,-36.819835,174.608373,DC,2021/05/26 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1760214.4484,5922475.4681,104,Devonport,ChargeNet NZ,ChargeNet NZ,"Clarence St, Auckland 0624, New Zealand",True,1,False,Unlimited,False,-36.830041,174.796572,DC,2021/04/07 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1841116.7641,5920071.0474,105,Whitianga,ChargeNet NZ,ChargeNet NZ,"4 Lee St, Whitianga 3510, New Zealand",True,1,False,Unlimited,False,-36.834533,175.703773,DC,2017/11/02 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True
1757291.3687,5920992.9247,106,Downtown Carpark,ChargeNet NZ,ChargeNet NZ,"31 Customs Street West, Auckland 1010, NZ",False,1,True,Unlimited,False,-36.84389,174.764115,AC,2018/04/28 00:00:00+00,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4},{AC, 7 kW, Type 2 Socketed, Status: Unknown, Count:2}",False
1756887.0471,5920776.197,107,Fanshawe St Carpark,ChargeNet NZ,ChargeNet NZ,"72-100 Fanshawe St, Auckland 1010, NZ",False,1,True,Unlimited,False,-36.84591,174.759627,AC,2019/02/25 00:00:00+00,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:6}",False
1755417.7704,5920506.0391,108,Pompallier Tce,ChargeNet NZ,ChargeNet NZ,"2 Pompallier Terrace, Auckland 1011, NZ",True,1,True,Unlimited,False,-36.848587,174.74321,AC,2018/12/16 00:00:00+00,3,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:1}",False
1757530.5631,5920416.9398,109,Victoria St Car Park,ChargeNet NZ,ChargeNet NZ,"30 Kitchener Street, Auckland 1010, NZ",False,1,True,Unlimited,False,-36.84904,174.766916,AC,2018/04/28 00:00:00+00,3,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:3}",False
1757120.4996,5919994.3456,110,Civic Car Park,ChargeNet NZ,ChargeNet NZ,"Greys Ave & Mayoral Drive, Auckland 1010, NZ",False,1,True,Unlimited,False,-36.852916,174.762406,AC,2018/04/28 00:00:00+00,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:5},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:1}",False
1745282.4012,5919685.6553,111,Lincoln Road,ChargeNet NZ,ChargeNet NZ,"202-224 Lincoln Rd, Auckland 0610, New Zealand",True,1,False,Unlimited,False,-36.857592,174.629729,DC,2022/03/28 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1762983.5055,5919011.1017,112,Eastridge,ChargeNet NZ,ChargeNet NZ,"209 Kepa Rd, Mission Bay 1070, New Zealand",True,1,False,Unlimited,False,-36.860782,174.828352,DC,2020/03/26 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1755936.8253,5918930.477,113,Grey Lynn,ChargeNet NZ,Quattro Motors Ltd,"150 Great North Rd, Auckland 1245, NZ",True,1,True,Unlimited,False,-36.862698,174.749353,Mixed,2020/10/12 00:00:00+00,5,"{DC, 175 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 175 kW, CHAdeMO, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1},{DC, 50 kW, Type 1 CCS, Status: Operative, Count:1}",True
1756965.652,5918668.4005,114,Symonds St,ChargeNet NZ,ChargeNet NZ,"226-228 Symonds St, Auckland 1010, NZ",True,1,True,Unlimited,False,-36.864889,174.760944,AC,2019/06/14 00:00:00+00,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:2}",False
1765139.4398,5914840.7467,115,Pilkington Rd,ChargeNet NZ,ChargeNet NZ,"28-30 Pilkington Rd, Auckland 1072, NZ",True,1,True,Unlimited,False,-36.897982,174.853434,AC,2019/01/14 00:00:00+00,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:5},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:1}",False
1754601.3241,5913895.0552,116,Mt Roskill,ChargeNet NZ,ChargeNet NZ,"53 May Rd, Auckland 1041, New Zealand",True,1,False,Unlimited,False,-36.908289,174.735404,DC,2019/11/21 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1749927.9525,5913855.5028,117,McCrae Way Carpark,ChargeNet NZ,ChargeNet NZ,"McCrae Way, Auckland 0600, NZ",False,1,True,Unlimited,False,-36.9094,174.682974,AC,2018/09/13 00:00:00+00,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:5},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:1}",False
1750178.4993,5913796.6981,118,New Lynn,ChargeNet NZ,ChargeNet NZ,"2/6 Crown Lynn Place, Auckland 0600, New Zealand",True,1,False,Unlimited,False,-36.90989,174.685797,DC,2021/02/04 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1766942.9874,5910384.7333,119,Highbrook,ChargeNet NZ,Goodman Property Services (NZ) Ltd,"Wilson Carpark - 60 Highbrook drive, Auckland 2013, New Zealand",True,1,True,Unlimited,False,-36.937812,174.874649,DC,2022/05/18 00:00:00+00,2,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:2}",True
1767239.4884,5904797.7555,120,Manukau,ChargeNet NZ,ChargeNet NZ,"6 Cavendish Drive, Auckland 2104, New Zealand",True,1,False,Unlimited,False,-36.988096,174.879214,DC,2019/07/24 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1767128.7517,5904523.7906,121,Ronwood Ave Carpark,ChargeNet NZ,ChargeNet NZ,"Cnr Ronwood and Davies Ave, Auckland 2104, NZ",False,1,True,Unlimited,False,-36.990584,174.878031,AC,2018/06/17 00:00:00+00,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:5},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:1}",False
1766086.3462,5904047.6021,122,Amble + Birch Café,ChargeNet NZ,Goodman Property Services (NZ) Ltd,"Amble & Birch - 88 Plunket Avenue, Auckland 2104, New Zealand",True,1,True,Unlimited,False,-36.995059,174.866428,DC,2022/03/02 00:00:00+00,2,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:2}",True
1853626.6596,5901241.1961,123,Tairua,ChargeNet NZ,ChargeNet NZ,"6 Tokoroa Rd, Tairua 3508, New Zealand",True,1,False,Unlimited,False,-37.000794,175.850207,DC,2017/05/04 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1771773.0754,5897460.0634,124,Takanini,ChargeNet NZ,ChargeNet NZ,"345 Great South Rd, Takanini 2112, NZ",True,1,False,Unlimited,False,-37.053386,174.931804,DC,2018/06/14 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1825883.7929,5886662.1064,125,Thames,ChargeNet NZ,ChargeNet NZ,"505 Mackay Street, Thames 3500, New Zealand",True,1,False,Unlimited,False,-37.139161,175.543117,DC,2016/09/01 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1776059.2802,5881902.9392,126,Bombay HPC,ChargeNet NZ,ChargeNet NZ,"Mill Rd, Bombay 1010, NZ",True,1,False,Unlimited,False,-37.192743,174.983637,DC,2020/08/07 00:00:00+00,6,"{DC, 300 kW, Type 2 CCS, Status: Operative, Count:4},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",True
1855049.7515,5878663.2333,127,Whangamata,ChargeNet NZ,ChargeNet NZ,"100 Hetherington Rd, Whangamata 3620, New Zealand",True,1,False,Unlimited,False,-37.203677,175.873856,DC,2017/12/12 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1851323.8497,5857722.9739,128,Waihi,ChargeNet NZ,ChargeNet NZ,"35 Kenny Street, Waihi 3610, NZ",True,1,False,Unlimited,False,-37.393211,175.839003,DC,2018/03/30 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
2073918.2157,5821233.7978,129,Te Araroa,ChargeNet NZ,Eastland Energy Solutions Limited,"20 Rata St, Te Araroa 4082, New Zealand",True,1,False,Unlimited,False,-37.63379,178.369254,DC,2018/06/06 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1822460.7606,5828912.5921,130,Morrinsville,ChargeNet NZ,ChargeNet NZ,"79/89-97 Thames St, Morrinsville 3300, NZ",True,1,False,Unlimited,False,-37.660023,175.521991,DC,2018/10/09 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1882001.3663,5826526.9726,131,Farmer Autovillage,ChargeNet NZ,Farmer Autovillage,"44 Maru Street, Mount Maunganui 3116, New Zealand",True,1,True,Unlimited,False,-37.66514,176.19705,DC,2021/11/03 00:00:00+00,2,"{DC, 175 kW, CHAdeMO, Status: Operative, Count:1},{DC, 175 kW, Type 2 CCS, Status: Operative, Count:1}",True
1884370.4046,5825351.6644,132,Bayfair,ChargeNet NZ,ChargeNet NZ,"19 Girven Road, Tauranga 3116, New Zealand",True,1,False,Unlimited,False,-37.674986,176.224327,DC,2016/03/03 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1879310.0036,5824231.3974,133,Tauranga CBD,ChargeNet NZ,Basestation,"148 Durham Street, Tauranga 3110, New Zealand",True,1,True,Unlimited,False,-37.686622,176.16746,DC,2022/06/06 00:00:00+00,2,"{DC, 30 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 30 kW, CHAdeMO, Status: Operative, Count:1}",True
1878747.9289,5823250.352,134,Cameron Road,ChargeNet NZ,ChargeNet NZ,"476 Cameron Road, Tauranga 3110, New Zealand",True,1,False,Unlimited,False,-37.695622,176.16147,DC,2020/10/07 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
2012044.2957,5812701.4519,135,Te Kaha,ChargeNet NZ,Horizon Networks,"11 Te Kaha Hotel Rd, Te Kaha 3199, NZ",True,1,False,Unlimited,False,-37.740247,177.675372,Mixed,2018/02/16 00:00:00+00,3,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1800240.2071,5816282.0247,136,Mill St,ChargeNet NZ,ChargeNet NZ,"17 Mill Street, Hamilton 3200, New Zealand",True,1,False,Unlimited,False,-37.778893,175.273749,DC,2019/04/23 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1893027.1829,5812989.8503,137,Te Puke,ChargeNet NZ,ChargeNet NZ,"12 Jocelyn St, Te Puke 3119, New Zealand",True,1,False,Unlimited,False,-37.783496,176.327311,DC,2020/11/30 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1843864.781,5812343.7673,138,Matamata,ChargeNet NZ,ChargeNet NZ,"45 Waharoa Rd, Matamata 3400, NZ",True,1,False,Unlimited,False,-37.803753,175.769951,DC,2018/12/20 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
2067718.4945,5792884.967,139,Ruatoria,ChargeNet NZ,Eastland Energy Solutions Limited,"146 Waiomatatini Road, Ruatoria 4032, New Zealand",True,1,False,Unlimited,False,-37.891379,178.317528,DC,2020/03/04 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 25 kW, CHAdeMO, Status: Inoperative, Count:1}",True
1816926.742,5803322.3274,140,Cambridge,ChargeNet NZ,ChargeNet NZ,"73 Queen St, Cambridge 3434, New Zealand",True,1,False,Unlimited,False,-37.891785,175.466957,DC,2017/05/01 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1951409.6632,5792202.1786,141,Whakatane,ChargeNet NZ,Horizon Networks,"31 Quay Street, Whakatane 3120, NZ",True,1,False,Unlimited,False,-37.949836,176.998989,Mixed,2018/02/15 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1842279.2404,5792989.8422,142,Tirau,ChargeNet NZ,ChargeNet NZ,"3 Station St, Tirau 3410, NZ",True,1,False,Unlimited,False,-37.978411,175.758459,DC,2019/08/09 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",True
1793214.1638,5792827.4776,143,Pirongia,ChargeNet NZ,ChargeNet NZ,"270 Crozier St, Pirongia 3802, NZ",True,1,False,Unlimited,False,-37.991647,175.200302,DC,2018/11/01 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1804462.8136,5790685.2663,144,Te Awamutu,ChargeNet NZ,ChargeNet NZ,"10 Scout Lane, Te Awamutu 3800, New Zealand",True,1,False,Unlimited,False,-38.008473,175.328916,DC,2017/03/22 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1976090.7283,5784129.0618,145,Opotiki,ChargeNet NZ,Horizon Networks,"70 Bridge Street, Opotiki 3122, NZ",True,1,False,Unlimited,False,-38.012522,177.283381,Mixed,2018/02/16 00:00:00+00,3,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1924681.3099,5778254.5398,146,Kawerau,ChargeNet NZ,ChargeNet NZ,"6-14 Islington Street, Kawerau 3127, New Zealand",True,1,False,Unlimited,False,-38.085223,176.701745,DC,2020/02/21 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
2065961.2865,5766349.645,147,Tokomaru Bay,ChargeNet NZ,Eastland Energy Solutions Limited,"25 Waitangi Street, Tokomaru Bay 4079, New Zealand",True,1,False,Unlimited,False,-38.130411,178.314844,DC,2020/10/27 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1885089.2645,5774089.1181,148,Rotorua,ChargeNet NZ,Unison Networks Limited,"1134 Haupapa Street, Rotorua 3010, New Zealand",True,1,False,Unlimited,False,-38.136053,176.25273,DC,2016/09/28 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1884523.9809,5770903.6168,149,Te Puia,ChargeNet NZ,ChargeNet NZ,"Hemo Rd, Rotorua 3010, NZ",True,1,False,Unlimited,False,-38.164895,176.247562,DC,2020/03/03 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1851040.2444,5766106.2895,150,Tokoroa,ChargeNet NZ,ChargeNet NZ,"Bridge Street, Tokoroa 3420, NZ",True,1,False,Unlimited,False,-38.218022,175.867543,DC,2018/08/30 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
